gene;start;end;state;chromosome;chr;color
cgd8_2450;649028;652653;Known function;8;chr8;2
cgd8_2460;652854;654186;Known function;8;chr8;2
cgd8_2463;654438;656495;Unknown function;8;chr8;1
cgd8_2470;655798;657336;Unknown function;8;chr8;1
cgd8_2480;658430;660169;Known function;8;chr8;2
cgd8_2490;660388;662472;Unknown function;8;chr8;1
cgd8_250;67183;68895;Known function;8;chr8;2
cgd8_2500;663016;664566;Unknown function;8;chr8;1
cgd8_2510;664645;665390;Known function;8;chr8;2
cgd8_2520;665522;669927;Known function;8;chr8;2
cgd8_2530;670306;673326;Known function;8;chr8;2
cgd8_2540;673535;674332;Unknown function;8;chr8;1
cgd8_2550;674740;678894;Known function;8;chr8;2
cgd8_2553;679057;679787;Unknown function;8;chr8;1
cgd8_2560;680276;682621;Known function;8;chr8;2
cgd8_2570;682509;683726;Unknown function;8;chr8;1
cgd8_2580;683824;685140;Known function;8;chr8;2
cgd8_2590;685732;686229;Unknown function;8;chr8;1
cgd8_260;69348;72294;Unknown function;8;chr8;1
cgd8_2600;686871;687290;Unknown function;8;chr8;1
cgd8_2610;687359;688696;Known function;8;chr8;2
cgd8_2620;689081;691782;Unknown function;8;chr8;1
cgd8_2630;691906;692706;Known function;8;chr8;2
cgd8_2640;692734;693348;Known function;8;chr8;2
cgd8_2650;693623;704089;Unknown function;8;chr8;1
cgd8_2660;704793;706079;Unknown function;8;chr8;1
cgd8_2670;706324;708420;Known function;8;chr8;2
cgd8_2680;708666;709562;Unknown function;8;chr8;1
cgd8_2690;709571;710107;Known function;8;chr8;2
cgd8_270;72680;74004;Known function;8;chr8;2
cgd8_2700;710604;712410;Known function;8;chr8;2
cgd8_2710;712709;714424;Known function;8;chr8;2
cgd8_2720;714535;718140;Known function;8;chr8;2
cgd8_2730;718307;725208;Known function;8;chr8;2
cgd8_2740;725171;726196;Unknown function;8;chr8;1
cgd8_2750;726521;727468;Unknown function;8;chr8;1
cgd8_2760;727470;728573;Unknown function;8;chr8;1
cgd8_2763;728830;729830;Unknown function;8;chr8;1
cgd8_2770;729921;733847;Known function;8;chr8;2
cgd8_2780;734045;734938;Known function;8;chr8;2
cgd8_2790;735902;748519;Known function;8;chr8;2
cgd8_280;74167;75836;Unknown function;8;chr8;1
cgd8_2800;748602;750332;Known function;8;chr8;2
cgd8_2810;750522;751998;Known function;8;chr8;2
cgd8_2820;751149;753476;Known function;8;chr8;2
cgd8_2830;753479;755014;Known function;8;chr8;2
cgd8_2840;755361;757031;Unknown function;8;chr8;1
cgd8_2850;757754;760630;Unknown function;8;chr8;1
cgd8_2853;759653;760113;Unknown function;8;chr8;1
cgd8_2860;760273;761253;Known function;8;chr8;2
cgd8_2870;761679;762662;Known function;8;chr8;2
cgd8_2880;763117;763593;Known function;8;chr8;2
cgd8_2890;763621;764145;Known function;8;chr8;2
cgd8_290;75843;77000;Known function;8;chr8;2
cgd8_2900;764550;765761;Known function;8;chr8;2
cgd8_2910;765821;769936;Known function;8;chr8;2
cgd8_2920;770087;771448;Known function;8;chr8;2
cgd8_293;77185;77825;Known function;8;chr8;2
cgd8_2930;771589;774099;Known function;8;chr8;2
cgd8_2940;774689;775696;Known function;8;chr8;2
cgd8_2950;775761;777440;Known function;8;chr8;2
cgd8_2960;777844;779703;Known function;8;chr8;2
cgd8_2970;779836;781125;Known function;8;chr8;2
cgd8_2980;781189;782345;Known function;8;chr8;2
cgd8_2990;782343;783205;Unknown function;8;chr8;1
cgd8_30;8248;11646;Known function;8;chr8;2
cgd8_300;77920;79261;Known function;8;chr8;2
cgd8_3000;783139;785184;Known function;8;chr8;2
cgd8_3005;785572;785645;Unknown function;8;chr8;1
cgd8_3010;785768;789574;Known function;8;chr8;2
cgd8_3020;789633;790538;Unknown function;8;chr8;1
cgd8_3030;790821;792006;Unknown function;8;chr8;1
cgd8_3040;792077;794704;Known function;8;chr8;2
cgd8_3050;796509;798825;Known function;8;chr8;2
cgd8_3060;799751;801586;Known function;8;chr8;2
cgd8_3070;801818;803353;Known function;8;chr8;2
cgd8_3080;803640;807755;Known function;8;chr8;2
cgd8_3090;807911;808615;Known function;8;chr8;2
cgd8_310;79251;79943;Known function;8;chr8;2
cgd8_3100;808914;812042;Known function;8;chr8;2
cgd8_3110;812241;815093;Known function;8;chr8;2
cgd8_3120;815157;815954;Unknown function;8;chr8;1
cgd8_3130;816747;818303;Known function;8;chr8;2
cgd8_3133;818379;819135;Unknown function;8;chr8;1
cgd8_3140;819177;820244;Known function;8;chr8;2
cgd8_3150;820320;821070;Known function;8;chr8;2
cgd8_3160;821087;821455;Known function;8;chr8;2
cgd8_3170;821556;821864;Known function;8;chr8;2
cgd8_3173;822081;822621;Unknown function;8;chr8;1
cgd8_3180;822633;825403;Known function;8;chr8;2
cgd8_3190;825448;826635;Known function;8;chr8;2
cgd8_320;80097;82134;Unknown function;8;chr8;1
cgd8_3200;826663;827346;Known function;8;chr8;2
cgd8_3210;827430;830183;Known function;8;chr8;2
cgd8_3220;829621;831513;Known function;8;chr8;2
cgd8_3230;831996;834785;Known function;8;chr8;2
cgd8_3240;834938;837291;Known function;8;chr8;2
cgd8_3250;837561;839246;Known function;8;chr8;2
cgd8_3260;838167;841030;Known function;8;chr8;2
cgd8_3263;841420;841707;Unknown function;8;chr8;1
cgd8_3270;841869;843734;Known function;8;chr8;2
cgd8_3273;843880;844503;Known function;8;chr8;2
cgd8_3280;844564;847375;Known function;8;chr8;2
cgd8_3290;847566;848775;Known function;8;chr8;2
cgd8_330;83065;84027;Unknown function;8;chr8;1
cgd8_3300;849234;851121;Known function;8;chr8;2
cgd8_3310;851737;852876;Known function;8;chr8;2
cgd8_3320;853334;855373;Known function;8;chr8;2
cgd8_3330;855404;856162;Known function;8;chr8;2
cgd8_3340;856342;857292;Known function;8;chr8;2
cgd8_3350;857486;860149;Known function;8;chr8;2
cgd8_3360;860152;861933;Known function;8;chr8;2
cgd8_3370;862169;863776;Known function;8;chr8;2
cgd8_3380;864526;868545;Known function;8;chr8;2
cgd8_3390;868916;870007;Known function;8;chr8;2
cgd8_340;84227;85303;Known function;8;chr8;2
cgd8_3400;870077;871078;Known function;8;chr8;2
cgd8_3410;871190;871626;Known function;8;chr8;2
cgd8_3413;871718;872229;Unknown function;8;chr8;1
cgd8_3420;872543;873517;Known function;8;chr8;2
cgd8_3430;874009;876819;Known function;8;chr8;2
cgd8_3440;877102;879912;Known function;8;chr8;2
cgd8_3450;880669;881522;Known function;8;chr8;2
cgd8_3460;881715;883460;Known function;8;chr8;2
cgd8_3470;883503;885142;Known function;8;chr8;2
cgd8_3480;885651;886297;Known function;8;chr8;2
cgd8_3490;886321;887280;Unknown function;8;chr8;1
cgd8_350;85433;87165;Known function;8;chr8;2
cgd8_3500;887455;891738;Known function;8;chr8;2
cgd8_3510;891841;892460;Known function;8;chr8;2
cgd8_3520;892588;896486;Unknown function;8;chr8;1
cgd8_3530;897955;899523;Known function;8;chr8;2
cgd8_3540;900268;901968;Known function;8;chr8;2
cgd8_3550;903649;905268;Unknown function;8;chr8;1
cgd8_3560;905790;907301;Known function;8;chr8;2
cgd8_3570;908384;910352;Known function;8;chr8;2
cgd8_3580;910448;911593;Unknown function;8;chr8;1
cgd8_3590;911756;913372;Known function;8;chr8;2
cgd8_360;87433;88363;Known function;8;chr8;2
cgd8_3600;914164;916129;Unknown function;8;chr8;1
cgd8_3610;916160;918533;Unknown function;8;chr8;1
cgd8_3620;918640;919392;Unknown function;8;chr8;1
cgd8_3630;919424;919998;Known function;8;chr8;2
cgd8_3640;920408;924805;Known function;8;chr8;2
cgd8_3650;925021;925947;Known function;8;chr8;2
cgd8_3653;925981;926406;Unknown function;8;chr8;1
cgd8_3660;926764;928297;Known function;8;chr8;2
cgd8_3670;928353;929027;Unknown function;8;chr8;1
cgd8_3680;929322;937523;Known function;8;chr8;2
cgd8_3690;937690;938118;Known function;8;chr8;2
cgd8_370;88765;92493;Known function;8;chr8;2
cgd8_3700;938389;939228;Unknown function;8;chr8;1
cgd8_3703;939191;939909;Known function;8;chr8;2
cgd8_3710;940179;941384;Unknown function;8;chr8;1
cgd8_3720;941505;942932;Known function;8;chr8;2
cgd8_3730;943295;944107;Unknown function;8;chr8;1
cgd8_3740;944374;946035;Known function;8;chr8;2
cgd8_3750;946239;948491;Unknown function;8;chr8;1
cgd8_3760;948806;955177;Known function;8;chr8;2
cgd8_3770;955530;957074;Known function;8;chr8;2
cgd8_3780;957406;957849;Known function;8;chr8;2
cgd8_3790;957898;958854;Known function;8;chr8;2
cgd8_380;92938;95230;Known function;8;chr8;2
cgd8_3803;959236;960988;Unknown function;8;chr8;1
cgd8_3820;961489;962934;Known function;8;chr8;2
cgd8_3830;963175;963861;Unknown function;8;chr8;1
cgd8_3840;963891;964511;Unknown function;8;chr8;1
cgd8_3850;964657;965763;Known function;8;chr8;2
cgd8_3860;966071;968161;Unknown function;8;chr8;1
cgd8_3870;968313;971626;Known function;8;chr8;2
cgd8_3880;969943;971784;Known function;8;chr8;2
cgd8_3890;972185;974029;Known function;8;chr8;2
cgd8_390;94392;95209;Known function;8;chr8;2
cgd8_3900;974386;976420;Known function;8;chr8;2
cgd8_3910;976665;978494;Known function;8;chr8;2
cgd8_3920;978636;979370;Unknown function;8;chr8;1
cgd8_3930;979757;981469;Known function;8;chr8;2
cgd8_3940;981902;983496;Known function;8;chr8;2
cgd8_3950;983693;986239;Known function;8;chr8;2
cgd8_3960;986797;987965;Known function;8;chr8;2
cgd8_3970;988085;989064;Known function;8;chr8;2
cgd8_3980;989359;990162;Unknown function;8;chr8;1
cgd8_3990;990271;991122;Unknown function;8;chr8;1
cgd8_40;14117;16771;Known function;8;chr8;2
cgd8_400;96060;97012;Known function;8;chr8;2
cgd8_4000;991467;997499;Known function;8;chr8;2
cgd8_4010;997846;1000924;Known function;8;chr8;2
cgd8_4020;1001156;1004106;Unknown function;8;chr8;1
cgd8_4030;1004382;1011052;Known function;8;chr8;2
cgd8_4040;1011062;1011667;Known function;8;chr8;2
cgd8_4050;1012236;1013038;Known function;8;chr8;2
cgd8_4060;1013768;1015467;Known function;8;chr8;2
cgd8_4070;1016091;1020989;Known function;8;chr8;2
cgd8_4080;1021050;1022777;Known function;8;chr8;2
cgd8_4083;1023427;1024235;Known function;8;chr8;2
cgd8_4090;1024516;1025874;Unknown function;8;chr8;1
cgd8_410;97687;100404;Known function;8;chr8;2
cgd8_4100;1026083;1028573;Known function;8;chr8;2
cgd8_4110;1029493;1031298;Known function;8;chr8;2
cgd8_4120;1031809;1032770;Known function;8;chr8;2
cgd8_4130;1032818;1034264;Known function;8;chr8;2
cgd8_4140;1034398;1034884;Known function;8;chr8;2
cgd8_4150;1035769;1037292;Known function;8;chr8;2
cgd8_4160;1037304;1039038;Unknown function;8;chr8;1
cgd8_4170;1039258;1042552;Known function;8;chr8;2
cgd8_4190;1044161;1045103;Unknown function;8;chr8;1
cgd8_420;100538;103840;Unknown function;8;chr8;1
cgd8_4200;1046241;1048982;Unknown function;8;chr8;1
cgd8_4210;1049462;1050361;Unknown function;8;chr8;1
cgd8_4220;1051066;1051994;Known function;8;chr8;2
cgd8_4230;1052238;1054886;Known function;8;chr8;2
cgd8_4240;1055323;1059556;Known function;8;chr8;2
cgd8_4250;1060255;1061047;Known function;8;chr8;2
cgd8_4253;1061328;1061814;Unknown function;8;chr8;1
cgd8_4260;1061972;1062340;Known function;8;chr8;2
cgd8_4270;1062769;1063881;Known function;8;chr8;2
cgd8_4280;1064374;1066431;Known function;8;chr8;2
cgd8_4290;1066671;1067869;Known function;8;chr8;2
cgd8_430;104129;105298;Known function;8;chr8;2
cgd8_4300;1068398;1068931;Unknown function;8;chr8;1
cgd8_4310;1069043;1069742;Known function;8;chr8;2
cgd8_4320;1069905;1070791;Known function;8;chr8;2
cgd8_4330;1071639;1072544;Known function;8;chr8;2
cgd8_4340;1073314;1075611;Known function;8;chr8;2
cgd8_4350;1075914;1076939;Known function;8;chr8;2
cgd8_4360;1077233;1078559;Known function;8;chr8;2
cgd8_4370;1079192;1082194;Known function;8;chr8;2
cgd8_4380;1082841;1084136;Known function;8;chr8;2
cgd8_4390;1084418;1084951;Unknown function;8;chr8;1
cgd8_440;105946;107096;Known function;8;chr8;2
cgd8_4400;1086278;1087276;Known function;8;chr8;2
cgd8_4410;1087488;1089128;Unknown function;8;chr8;1
cgd8_4420;1089849;1092977;Known function;8;chr8;2
cgd8_4430;1093325;1093969;Known function;8;chr8;2
cgd8_4435;1094664;1094736;Unknown function;8;chr8;1
cgd8_4440;1095124;1096854;Known function;8;chr8;2
cgd8_4450;1097644;1099587;Unknown function;8;chr8;1
cgd8_4460;1100983;1102605;Known function;8;chr8;2
cgd8_4470;1102950;1105826;Known function;8;chr8;2
cgd8_4480;1106380;1108020;Unknown function;8;chr8;1
cgd8_4490;1108705;1111116;Unknown function;8;chr8;1
cgd8_450;107500;108600;Known function;8;chr8;2
cgd8_4500;1111803;1118262;Known function;8;chr8;2
cgd8_4510;1115391;1119511;Unknown function;8;chr8;1
cgd8_4520;1120516;1127184;Known function;8;chr8;2
cgd8_4530;1128653;1129759;Known function;8;chr8;2
cgd8_4540;1129937;1132352;Known function;8;chr8;2
cgd8_4550;1133187;1134613;Unknown function;8;chr8;1
cgd8_4560;1135115;1135600;Unknown function;8;chr8;1
cgd8_4570;1136048;1137657;Unknown function;8;chr8;1
cgd8_4580;1138927;1140510;Known function;8;chr8;2
cgd8_4590;1140732;1141406;Known function;8;chr8;2
cgd8_460;108549;110891;Known function;8;chr8;2
cgd8_4600;1141438;1142724;Unknown function;8;chr8;1
cgd8_4610;1144416;1145039;Known function;8;chr8;2
cgd8_4620;1145235;1152571;Known function;8;chr8;2
cgd8_4630;1153944;1154915;Known function;8;chr8;2
cgd8_4640;1154187;1156503;Known function;8;chr8;2
cgd8_4650;1156739;1157125;Known function;8;chr8;2
cgd8_4660;1157654;1158847;Unknown function;8;chr8;1
cgd8_4670;1159847;1160431;Known function;8;chr8;2
cgd8_4680;1160532;1161530;Known function;8;chr8;2
cgd8_4690;1162071;1165145;Unknown function;8;chr8;1
cgd8_470;111236;112225;Known function;8;chr8;2
cgd8_4700;1165974;1166843;Known function;8;chr8;2
cgd8_4710;1167063;1168880;Known function;8;chr8;2
cgd8_4720;1169694;1171058;Known function;8;chr8;2
cgd8_4730;1171220;1172908;Known function;8;chr8;2
cgd8_4740;1173599;1174813;Known function;8;chr8;2
cgd8_4743;1175118;1175783;Unknown function;8;chr8;1
cgd8_4745;1175987;1176068;Unknown function;8;chr8;1
cgd8_4750;1176323;1177879;Known function;8;chr8;2
cgd8_4760;1178244;1179681;Known function;8;chr8;2
cgd8_4770;1180168;1186065;Known function;8;chr8;2
cgd8_4780;1186486;1191810;Known function;8;chr8;2
cgd8_4783;1192346;1192975;Unknown function;8;chr8;1
cgd8_4790;1193128;1194064;Known function;8;chr8;2
cgd8_480;113025;116073;Known function;8;chr8;2
cgd8_4800;1195209;1199183;Known function;8;chr8;2
cgd8_4810;1200120;1202408;Known function;8;chr8;2
cgd8_4813;1202922;1203932;Unknown function;8;chr8;1
cgd8_4820;1203501;1204126;Known function;8;chr8;2
cgd8_4830;1205101;1206528;Known function;8;chr8;2
cgd8_4840;1208492;1216035;Known function;8;chr8;2
cgd8_4850;1216286;1219762;Known function;8;chr8;2
cgd8_4860;1220230;1222444;Known function;8;chr8;2
cgd8_4870;1222831;1224162;Known function;8;chr8;2
cgd8_4880;1224676;1226180;Known function;8;chr8;2
cgd8_4890;1226331;1227302;Unknown function;8;chr8;1
cgd8_490;116724;119495;Known function;8;chr8;2
cgd8_4900;1227334;1228084;Known function;8;chr8;2
cgd8_4910;1228370;1234629;Known function;8;chr8;2
cgd8_4920;1234996;1235934;Known function;8;chr8;2
cgd8_4930;1236312;1238195;Known function;8;chr8;2
cgd8_4940;1238889;1243142;Known function;8;chr8;2
cgd8_4950;1243233;1247618;Known function;8;chr8;2
cgd8_4960;1247675;1250186;Unknown function;8;chr8;1
cgd8_4970;1250861;1256600;Known function;8;chr8;2
cgd8_4975;1255249;1255357;Unknown function;8;chr8;1
cgd8_4976;1256293;1256364;Unknown function;8;chr8;1
cgd8_4980;1256715;1257095;Unknown function;8;chr8;1
cgd8_4990;1257249;1258385;Known function;8;chr8;2
cgd8_50;17180;18688;Known function;8;chr8;2
cgd8_500;119944;120417;Known function;8;chr8;2
cgd8_5000;1259015;1259908;Unknown function;8;chr8;1
cgd8_5010;1260492;1261007;Unknown function;8;chr8;1
cgd8_5013;1189262;1190579;Known function;6;chr6;2
cgd8_5020;1261159;1261635;Known function;8;chr8;2
cgd8_503;120738;121680;Known function;8;chr8;2
cgd8_5030;1263161;1264135;Known function;8;chr8;2
cgd8_5040;1264419;1264739;Unknown function;8;chr8;1
cgd8_5050;1265535;1266666;Known function;8;chr8;2
cgd8_5060;1267169;1267627;Unknown function;8;chr8;1
cgd8_5070;1267740;1268226;Known function;8;chr8;2
cgd8_5080;1268349;1269743;Unknown function;8;chr8;1
cgd8_5090;1269913;1270833;Unknown function;8;chr8;1
cgd8_510;121619;123611;Known function;8;chr8;2
cgd8_5100;1270907;1271431;Unknown function;8;chr8;1
cgd8_5110;1271721;1272212;Unknown function;8;chr8;1
cgd8_5120;1272673;1273827;Known function;8;chr8;2
cgd8_5125;1273849;1273921;Unknown function;8;chr8;1
cgd8_5130;1274186;1275010;Known function;8;chr8;2
cgd8_5140;1275273;1276154;Known function;8;chr8;2
cgd8_5150;1276496;1279591;Known function;8;chr8;2
cgd8_5160;1279551;1281151;Unknown function;8;chr8;1
cgd8_5170;1281128;1281793;Unknown function;8;chr8;1
cgd8_5180;1282299;1283745;Known function;8;chr8;2
cgd8_5183;1283626;1287070;Known function;8;chr8;2
cgd8_5190;1287125;1291623;Known function;8;chr8;2
cgd8_5195;1291826;1291897;Unknown function;8;chr8;1
cgd8_520;123886;124989;Known function;8;chr8;2
cgd8_5200;1291968;1293195;Known function;8;chr8;2
cgd8_5210;1293391;1296714;Unknown function;8;chr8;1
cgd8_5220;1297465;1298496;Known function;8;chr8;2
cgd8_523;126466;126959;Known function;8;chr8;2
cgd8_5230;1298598;1299302;Known function;8;chr8;2
cgd8_5240;1299722;1300492;Known function;8;chr8;2
cgd8_5250;1300542;1301698;Known function;8;chr8;2
cgd8_5253;1301649;1301698;Unknown function;8;chr8;1
cgd8_5260;1301779;1303463;Known function;8;chr8;2
cgd8_5270;1303657;1305288;Known function;8;chr8;2
cgd8_5280;1305392;1306733;Known function;8;chr8;2
cgd8_5290;1306914;1313807;Unknown function;8;chr8;1
cgd8_5293;1253061;1255856;Unknown function;6;chr6;1
cgd8_530;127753;128469;Unknown function;8;chr8;1
cgd8_5300;1313874;1316496;Unknown function;8;chr8;1
cgd8_5310;1316760;1320593;Unknown function;8;chr8;1
cgd8_5323;1320602;1323374;Known function;8;chr8;2
cgd8_5340;1323613;1327201;Unknown function;8;chr8;1
cgd8_5350;1327726;1330257;Unknown function;8;chr8;1
cgd8_5360;1330490;1331275;Unknown function;8;chr8;1
cgd8_5370;1332235;1332711;Unknown function;8;chr8;1
cgd8_5380;1333804;1334610;Unknown function;8;chr8;1
cgd8_5390;1335319;1335864;Unknown function;8;chr8;1
cgd8_540;128483;130960;Known function;8;chr8;2
cgd8_5400;1336326;1338005;Unknown function;8;chr8;1
cgd8_5410;1338561;1339214;Known function;8;chr8;2
cgd8_5420;1339352;1341112;Unknown function;8;chr8;1
cgd8_550;133403;142173;Unknown function;8;chr8;1
cgd8_560;142320;143073;Known function;8;chr8;2
cgd8_570;143142;146424;Known function;8;chr8;2
cgd8_580;146835;147560;Known function;8;chr8;2
cgd8_590;147763;148758;Known function;8;chr8;2
cgd8_60;18785;19984;Known function;8;chr8;2
cgd8_600;149567;151528;Known function;8;chr8;2
cgd8_610;151545;154169;Known function;8;chr8;2
cgd8_620;154515;155297;Unknown function;8;chr8;1
cgd8_630;156366;158607;Known function;8;chr8;2
cgd8_640;159114;162958;Known function;8;chr8;2
cgd8_650;163355;164563;Known function;8;chr8;2
cgd8_660;165295;171270;Unknown function;8;chr8;1
cgd8_670;170584;171270;Unknown function;8;chr8;1
cgd8_680;173256;176696;Unknown function;8;chr8;1
cgd8_690;188303;190249;Unknown function;8;chr8;1
cgd8_70;20318;21592;Known function;8;chr8;2
cgd8_700;191361;197099;Unknown function;8;chr8;1
cgd8_710;197898;203381;Known function;8;chr8;2
cgd8_720;204296;204640;Unknown function;8;chr8;1
cgd8_730;205142;206780;Known function;8;chr8;2
cgd8_740;206738;207577;Known function;8;chr8;2
cgd8_750;208206;211247;Known function;8;chr8;2
cgd8_760;211343;212792;Known function;8;chr8;2
cgd8_770;213207;216794;Unknown function;8;chr8;1
